RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Mike Evans,1,6,70.0,11.7,65.0,10.8,121.0,20.2,5.0,0.8,2,0.3,0,9,0.3,7,1,1,3,1,0,0,0,2.0,0.0,0.0,0.0,0.0,19.0
2,Zay Flowers,1,5,25.0,5.0,-2.0,-0.4,38.0,7.6,27.0,5.4,0,0.0,0,8,0.267,5,0,1,1,0,0,0,0,1.0,1.0,37.0,1.0,0.0,18.2
3,Calvin Ridley,1,5,89.0,17.8,59.0,11.8,89.0,17.8,30.0,6.0,0,0.0,0,6,0.162,5,0,1,4,1,1,1,1,1.0,0.0,0.0,0.0,0.0,16.9
4,Rashee Rice,1,8,107.0,13.4,38.0,4.8,43.0,5.4,69.0,8.6,26,3.3,0,10,0.313,10,2,1,4,1,1,0,0,1.0,0.0,0.0,0.0,0.0,16.7
5,DeVonta Smith,1,7,106.0,15.1,70.0,10.0,118.0,16.9,36.0,5.1,0,0.0,0,8,0.28600000000000003,7,0,1,6,1,1,0,0,1.0,0.0,0.0,0.0,0.0,16.6
6,Gabe Davis,1,6,105.0,17.5,89.0,14.8,185.0,30.8,16.0,2.7,4,0.7,0,12,0.245,6,0,2,5,2,0,0,0,1.0,0.0,0.0,0.0,0.0,16.5
7,Nico Collins,1,7,104.0,14.9,54.0,7.7,97.0,13.9,50.0,7.1,11,1.6,2,9,0.25,7,0,1,5,2,0,0,0,1.0,0.0,0.0,0.0,0.0,16.4
8,Tyreek Hill,1,9,102.0,11.3,29.0,3.2,44.0,4.9,73.0,8.1,17,1.9,2,12,0.429,10,1,2,4,1,1,0,0,1.0,1.0,2.0,0.0,0.0,16.4
9,Christian Watson,1,5,94.0,18.8,86.0,17.2,140.0,28.0,8.0,1.6,3,0.6,0,7,0.233,5,0,2,2,1,1,1,1,1.0,0.0,0.0,0.0,0.0,15.4
10,Deebo Samuel Sr.,1,7,79.0,11.3,36.0,5.1,73.0,10.4,43.0,6.1,8,1.1,1,9,0.3,7,0,2,4,2,0,0,0,0.0,4.0,15.0,1.0,0.0,15.4
11,Jakobi Meyers,1,6,79.0,13.2,51.0,8.5,62.0,10.3,28.0,4.7,6,1.0,0,7,0.21899999999999997,6,0,1,3,1,1,0,0,1.0,1.0,2.0,0.0,0.0,14.1
12,Stefon Diggs,1,6,74.0,12.3,49.0,8.2,94.0,15.7,25.0,4.2,0,0.0,0,11,0.22399999999999998,6,0,1,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,13.4
13,CeeDee Lamb,1,4,53.0,13.3,37.0,9.3,163.0,40.8,16.0,4.0,8,2.0,0,9,0.281,5,1,2,3,0,0,0,0,1.0,1.0,0.0,0.0,0.0,13.3
14,Brandin Cooks,1,4,72.0,18.0,67.0,16.8,77.0,19.3,5.0,1.3,1,0.3,0,5,0.156,4,0,0,2,2,1,0,0,1.0,0.0,0.0,0.0,0.0,13.2
15,Tank Dell,1,5,50.0,10.0,44.0,8.8,125.0,25.0,6.0,1.2,0,0.0,0,8,0.222,5,0,1,2,0,0,0,0,1.0,1.0,12.0,0.0,0.0,12.2
16,DJ Moore,1,11,114.0,10.4,38.0,3.5,53.0,4.8,76.0,6.9,18,1.6,1,13,0.406,11,0,0,5,2,1,0,0,0.0,0.0,0.0,0.0,0.0,11.4
17,Chris Olave,1,7,114.0,16.3,73.0,10.4,121.0,17.3,41.0,5.9,6,0.9,2,9,0.243,7,0,0,5,2,1,1,1,0.0,0.0,0.0,0.0,0.0,11.4
18,Jaylen Waddle,1,8,114.0,14.3,79.0,9.9,79.0,9.9,35.0,4.4,16,2.0,4,8,0.28600000000000003,8,0,0,6,2,1,0,0,0.0,0.0,0.0,0.0,0.0,11.4
19,Jayden Reed,1,4,34.0,8.5,20.0,5.0,64.0,16.0,14.0,3.5,0,0.0,0,8,0.267,5,1,1,3,0,0,0,0,1.0,2.0,16.0,0.0,0.0,11.0
20,Brandon Aiyuk,1,2,50.0,25.0,38.0,19.0,68.0,34.0,12.0,6.0,2,1.0,0,4,0.133,2,0,0,2,2,0,0,0,1.0,0.0,0.0,0.0,0.0,11.0
21,Jalin Hyatt,1,5,109.0,21.8,94.0,18.8,125.0,25.0,15.0,3.0,2,0.4,0,6,0.25,5,0,0,4,3,1,1,1,0.0,0.0,0.0,0.0,0.0,10.9
22,Michael Pittman Jr.,1,10,107.0,10.7,60.0,6.0,96.0,9.6,47.0,4.7,11,1.1,0,13,0.325,11,1,1,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,10.7
