RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Deebo Samuel Sr.,1,5,97.0,19.4,41.0,8.2,0,0.0,56,11.2,44,8.8,4,5,0.263,5,0,0,4,2,1,1,1,1.0,5.0,36.0,1.0,0.0,25.3
2,CeeDee Lamb,1,6,94.0,15.7,36.0,6.0,0,0.0,58,9.7,45,7.5,4,7,0.212,6,0,3,3,2,1,0,0,2.0,1.0,12.0,0.0,0.0,22.6
3,Stefon Diggs,1,8,162.0,20.3,123.0,15.4,0,0.0,39,4.9,15,1.9,0,13,0.46399999999999997,8,0,4,4,3,2,2,2,1.0,0.0,0.0,0.0,0.0,22.2
4,Tyreek Hill,1,7,83.0,11.9,46.0,6.6,0,0.0,37,5.3,18,2.6,2,10,0.20800000000000002,7,0,3,3,1,1,0,0,2.0,1.0,2.0,0.0,0.0,20.5
5,Kendrick Bourne,1,4,98.0,24.5,43.0,10.8,0,0.0,55,13.8,6,1.5,0,4,0.16,4,0,0,4,2,1,1,1,1.0,3.0,43.0,0.0,0.0,20.1
6,DeVonta Smith,1,4,66.0,16.5,51.0,12.8,0,0.0,15,3.8,3,0.8,0,6,0.273,5,0,1,3,1,1,0,0,2.0,0.0,0.0,0.0,0.0,18.6
7,Bryan Edwards,1,3,88.0,29.3,55.0,18.3,0,0.0,33,11.0,15,5.0,2,4,0.11800000000000001,3,0,0,3,3,1,0,0,1.0,0.0,0.0,0.0,0.0,14.8
8,Justin Jefferson,1,9,143.0,15.9,111.0,12.3,0,0.0,32,3.6,15,1.7,1,11,0.314,9,0,1,6,4,0,0,0,0.0,1.0,-4.0,0.0,0.0,13.9
9,Jamal Agnew,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,5,0.14300000000000002,0,1,0,0,0,0,0,0,0.0,3.0,79.0,1.0,0.0,13.9
10,Cooper Kupp,1,11,122.0,11.1,61.0,5.5,0,0.0,61,5.5,11,1.0,0,13,0.31,12,1,2,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,12.2
11,Mike Evans,1,2,62.0,31.0,27.0,13.5,0,0.0,35,17.5,2,1.0,0,3,0.091,2,0,0,2,2,1,1,1,1.0,0.0,0.0,0.0,0.0,12.2
12,DeAndre Carter,1,3,56.0,18.7,55.0,18.3,0,0.0,1,0.3,0,0.0,0,6,0.188,3,0,1,3,2,0,0,0,1.0,1.0,4.0,0.0,0.0,12.0
13,Jakobi Meyers,1,4,49.0,12.3,34.0,8.5,0,0.0,15,3.8,11,2.8,1,4,0.16,4,0,1,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,10.9
14,Byron Pringle,1,4,46.0,11.5,27.0,6.8,0,0.0,19,4.8,8,2.0,0,5,0.10400000000000001,4,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,10.6
15,Albert Wilson,1,4,87.0,21.8,25.0,6.3,0,0.0,62,15.5,18,4.5,0,5,0.147,4,0,0,2,1,1,1,1,0.0,2.0,19.0,0.0,0.0,10.6
16,Hunter Renfrow,1,7,46.0,6.6,18.0,2.6,0,0.0,28,4.0,5,0.7,0,9,0.265,7,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,10.6
17,Gabe Davis,1,3,105.0,35.0,99.0,33.0,0,0.0,6,2.0,0,0.0,0,3,0.107,3,0,0,3,3,2,1,1,0.0,0.0,0.0,0.0,0.0,10.5
18,Elijah Moore,1,3,44.0,14.7,27.0,9.0,0,0.0,17,5.7,10,3.3,0,6,0.13,3,0,1,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,10.4
19,Tre'Quan Smith,1,4,44.0,11.0,28.0,7.0,0,0.0,16,4.0,5,1.3,0,7,0.2,5,0,3,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,10.4
20,Marcus Johnson,1,5,100.0,20.0,36.0,7.2,0,0.0,64,12.8,8,1.6,0,6,0.222,5,0,1,4,1,1,1,1,0.0,0.0,0.0,0.0,0.0,10.0
21,Keenan Allen,1,8,98.0,12.3,63.0,7.9,0,0.0,35,4.4,11,1.4,0,11,0.33299999999999996,8,0,1,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,9.8
22,Robbie Chosen,1,4,37.0,9.3,17.0,4.3,0,0.0,20,5.0,5,1.3,0,6,0.188,4,0,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.7
23,Marquez Callaway,1,2,37.0,18.5,37.0,18.5,0,0.0,0,0.0,0,0.0,0,4,0.114,2,0,1,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,9.7
24,Isaiah McKenzie,1,1,12.0,12.0,5.0,5.0,0,0.0,7,7.0,4,4.0,0,3,0.107,2,1,0,1,0,0,0,0,0.0,2.0,17.0,1.0,0.0,8.9
25,Isaiah Ford,1,4,84.0,21.0,49.0,12.3,0,0.0,35,8.8,12,3.0,1,4,0.11800000000000001,4,0,0,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,8.4
26,Rashod Bateman,1,6,80.0,13.3,49.0,8.2,0,0.0,31,5.2,20,3.3,0,8,0.195,6,0,1,2,2,1,0,0,0.0,0.0,0.0,0.0,0.0,8.0
27,Davante Adams,1,7,78.0,11.1,36.0,5.1,0,0.0,42,6.0,14,2.0,0,11,0.314,8,1,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,7.8
28,James Washington,1,2,15.0,7.5,12.0,6.0,0,0.0,3,1.5,2,1.0,0,6,0.122,2,0,3,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.5
29,Corey Davis,1,5,93.0,18.6,69.0,13.8,0,0.0,24,4.8,16,3.2,1,7,0.152,5,0,0,5,2,0,0,0,0.0,0.0,0.0,0.0,1.0,7.3
30,Michael Pittman Jr.,1,5,71.0,14.2,52.0,10.4,0,0.0,19,3.8,4,0.8,0,5,0.152,5,0,0,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,7.1
