RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,D'Onta Foreman,1,16,89.0,5.6,83,5.2,6,0.4,2,1,-1.0,3,3,0,0,0,0,14,3,5,2,2,2.0,10.3,1.0,0.0,30.0
2,Gus Edwards,1,14,64.0,4.6,29,2.1,35,2.5,2,1,-1.0,2,1,1,0,0,0,20,1,1,0,10,1.0,80.0,0.0,0.0,20.4
3,Travis Etienne Jr.,1,14,53.0,3.8,35,2.5,18,1.3,1,1,-2.0,17,2,0,0,0,0,17,3,5,0,2,2.0,8.0,0.0,0.0,19.7
4,Christian McCaffrey,1,15,45.0,3.0,25,1.7,20,1.3,1,1,-3.0,3,0,0,0,0,0,9,3,3,0,32,1.0,17.0,1.0,1.0,19.6
5,Jahmyr Gibbs,1,11,68.0,6.2,47,4.3,21,1.9,1,0,0.0,21,1,1,0,0,0,21,9,10,1,8,1.0,6.4,0.0,0.0,18.6
6,Jonathan Taylor,1,18,75.0,4.2,38,2.1,37,2.1,0,0,0.0,5,1,1,0,0,0,24,3,4,1,4,1.0,15.0,0.0,0.0,18.0
7,Alvin Kamara,1,17,62.0,3.6,49,2.9,13,0.8,0,2,-3.0,0,3,0,0,0,0,17,12,14,1,17,0.0,7.6,0.0,0.0,17.3
8,James Cook,1,13,56.0,4.3,23,1.8,33,2.5,0,1,-5.0,0,1,1,0,0,0,20,3,3,1,10,0.0,15.3,1.0,0.0,16.2
9,Saquon Barkley,1,21,77.0,3.7,52,2.5,25,1.2,1,2,-2.0,0,1,0,0,0,0,12,3,4,0,2,0.0,13.7,1.0,1.0,15.8
10,Jerome Ford,1,11,74.0,6.7,69,6.3,5,0.5,0,3,-13.0,69,1,1,1,1,1,69,2,4,0,1,1.0,10.0,0.0,0.0,15.4
11,Kareem Hunt,1,10,31.0,3.1,23,2.3,8,0.8,0,0,0.0,2,1,0,0,0,0,11,0,1,0,0,2.0,0.0,0.0,0.0,15.1
12,Joshua Kelley,1,7,75.0,10.7,41,5.9,34,4.9,1,0,0.0,49,1,1,1,1,0,49,0,0,0,0,1.0,0.0,0.0,0.0,13.5
13,Najee Harris,1,14,53.0,3.8,22,1.6,31,2.2,6,1,-5.0,3,1,0,0,0,0,10,3,3,1,8,1.0,5.0,0.0,0.0,12.8
14,Darrell Henderson Jr.,1,18,61.0,3.4,27,1.5,34,1.9,1,2,-3.0,1,1,0,0,0,0,16,1,2,1,5,1.0,5.0,0.0,0.0,12.6
15,Isiah Pacheco,1,13,32.0,2.5,23,1.8,9,0.7,2,1,-3.0,0,0,0,0,0,0,6,4,4,1,2,0.0,7.0,1.0,0.0,12.0
16,Tyler Allgeier,1,21,59.0,2.8,35,1.7,24,1.1,0,1,-4.0,0,1,0,0,0,0,12,3,3,1,8,0.0,17.7,0.0,0.0,11.2
17,Kenneth Walker III,1,26,105.0,4.0,78,3.0,27,1.0,0,3,-4.0,0,1,1,0,0,0,25,2,3,0,2,0.0,3.0,0.0,0.0,11.1
18,Rachaad White,1,13,34.0,2.6,26,2.0,8,0.6,0,2,-2.0,0,1,0,0,0,0,13,6,6,1,10,0.0,10.8,0.0,0.0,9.9
19,Javonte Williams,1,15,82.0,5.5,36,2.4,46,3.1,2,1,-1.0,0,3,1,0,0,0,21,3,4,0,4,0.0,4.7,0.0,0.0,9.6
20,AJ Dillon,1,15,61.0,4.1,32,2.1,29,1.9,0,2,-3.0,0,1,0,0,0,0,15,2,2,0,26,0.0,17.0,0.0,0.0,9.5
21,Ezekiel Elliott,1,11,31.0,2.8,20,1.8,11,1.0,0,2,-4.0,2,1,0,0,0,0,10,0,1,0,0,1.0,0.0,0.0,0.0,9.1
22,Jaylen Warren,1,6,32.0,5.3,13,2.2,19,3.2,1,0,0.0,13,1,0,0,0,0,13,1,2,0,0,1.0,-1.0,0.0,0.0,9.1
23,Rhamondre Stevenson,1,9,34.0,3.8,21,2.3,13,1.4,1,0,0.0,0,1,0,0,0,0,14,6,6,1,28,0.0,8.5,0.0,0.0,8.5
24,Brian Robinson Jr.,1,8,23.0,2.9,13,1.6,10,1.3,0,0,0.0,4,0,0,0,0,0,6,0,1,0,0,1.0,0.0,0.0,0.0,8.3
25,Kenneth Gainwell,1,8,16.0,2.0,13,1.6,3,0.4,0,0,0.0,3,0,0,0,0,0,5,0,0,0,0,1.0,0.0,0.0,0.0,7.6
26,Emari Demercado,1,13,58.0,4.5,52,4.0,6,0.5,0,1,-3.0,0,2,0,0,0,0,18,4,5,0,0,0.0,4.3,0.0,0.0,7.5
27,D'Andre Swift,1,15,62.0,4.1,44,2.9,18,1.2,0,1,-3.0,0,1,1,0,0,0,22,3,3,0,0,0.0,4.3,0.0,0.0,7.5
28,Royce Freeman,1,12,66.0,5.5,23,1.9,43,3.6,4,0,0.0,0,2,0,0,0,0,15,0,0,0,0,0.0,0.0,0.0,0.0,6.6
29,Zack Moss,1,18,57.0,3.2,36,2.0,21,1.2,0,3,-7.0,0,1,1,0,0,0,21,1,2,0,5,0.0,5.0,0.0,0.0,6.2
30,Cam Akers,1,10,31.0,3.1,8,0.8,23,2.3,2,2,-7.0,0,1,0,0,0,0,13,2,3,1,18,0.0,15.0,0.0,0.0,6.1
31,Aaron Jones Sr.,1,8,35.0,4.4,24,3.0,11,1.4,0,1,-1.0,0,1,0,0,0,0,11,3,5,2,2,0.0,7.3,0.0,0.0,5.7
32,Cordarrelle Patterson,1,10,56.0,5.6,37,3.7,19,1.9,1,0,0.0,0,2,0,0,0,0,18,0,0,0,0,0.0,0.0,0.0,0.0,5.6
33,Darrynton Evans,1,14,48.0,3.4,0,0.0,0,0.0,0,1,-1.0,0,1,0,0,0,0,11,1,3,0,4,0.0,6.0,0.0,0.0,5.4
34,Raheem Mostert,1,9,45.0,5.0,23,2.6,22,2.4,0,3,-8.0,0,2,1,0,0,0,21,1,3,0,0,0.0,6.0,0.0,0.0,5.1
35,Justice Hill,1,4,46.0,11.5,33,8.3,13,3.3,1,0,0.0,0,1,1,0,0,0,27,1,1,0,0,0.0,2.0,0.0,0.0,4.8
36,Jaleel McLaughlin,1,5,45.0,9.0,33,6.6,12,2.4,0,0,0.0,0,2,1,0,0,0,23,1,2,1,1,0.0,1.0,0.0,0.0,4.6
37,Austin Ekeler,1,14,45.0,3.2,42,3.0,3,0.2,0,0,0.0,0,0,0,0,0,0,6,1,2,0,0,0.0,1.0,0.0,0.0,4.6
38,Alexander Mattison,1,8,39.0,4.9,14,1.8,25,3.1,0,2,-3.0,0,2,0,0,0,0,19,2,3,1,1,0.0,1.5,0.0,0.0,4.2
39,Josh Jacobs,1,11,35.0,3.2,27,2.5,8,0.7,2,1,-5.0,0,1,0,0,0,0,11,1,4,2,0,0.0,6.0,0.0,0.0,4.1
40,Samaje Perine,1,2,10.0,5.0,3,1.5,7,3.5,0,0,0.0,0,0,0,0,0,0,5,3,3,0,18,0.0,10.3,0.0,0.0,4.1
41,Chris Rodriguez Jr.,1,7,31.0,4.4,13,1.9,18,2.6,1,0,0.0,0,0,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,0.0,3.1
42,Patrick Ricard,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,2,0.0,15.5,0.0,0.0,3.1
43,Antonio Gibson,1,2,7.0,3.5,4,2.0,3,1.5,0,0,0.0,0,0,0,0,0,0,6,2,2,0,5,0.0,12.0,0.0,0.0,3.1
44,Latavius Murray,1,4,8.0,2.0,7,1.8,1,0.3,0,0,0.0,0,0,0,0,0,0,3,2,2,1,14,0.0,10.0,0.0,0.0,2.8
45,Zamir White,1,2,2.0,1.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,3,3,0,0,0.0,8.7,0.0,0.0,2.8
46,Emanuel Wilson,1,2,19.0,9.5,12,6.0,7,3.5,0,0,0.0,0,1,0,0,0,0,14,2,2,0,4,0.0,4.0,0.0,0.0,2.7
47,Jerick McKinnon,1,2,2.0,1.0,0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,3,2,2,0,0,0.0,12.0,0.0,0.0,2.6
48,Pierre Strong Jr.,1,8,25.0,3.1,18,2.3,7,0.9,0,3,-7.0,0,1,0,0,0,0,13,0,0,0,0,0.0,0.0,0.0,0.0,2.5
49,Craig Reynolds,1,3,16.0,5.3,5,1.7,11,3.7,0,0,0.0,0,1,0,0,0,0,12,1,1,0,7,0.0,9.0,0.0,0.0,2.5
50,Jamaal Williams,1,5,14.0,2.8,11,2.2,3,0.6,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,1.4
51,Ty Chandler,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,8,0.0,12.0,0.0,0.0,1.2
52,Matt Breida,1,3,4.0,1.3,2,0.7,2,0.7,0,1,-4.0,0,0,0,0,0,0,6,1,1,0,0,0.0,5.0,0.0,0.0,0.9
