,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Tyreek Hill,1,6,163.0,27.2,110.0,18.3,146.0,24.3,53,8.8,20,3.3,2,10,33.3%,7,1,0,6,4,2,2,2
2,Cooper Kupp,1,7,148.0,21.1,97.0,13.9,113.0,16.1,51,7.3,8,1.1,1,9,42.9%,7,0,2,5,3,2,1,1
3,Amon-Ra St. Brown,1,12,124.0,10.3,57.0,4.8,66.0,5.5,67,5.6,0,0.0,0,15,36.6%,12,0,2,5,2,0,0,0
4,Adam Thielen,1,11,115.0,10.5,91.0,8.3,120.0,10.9,24,2.2,0,0.0,0,13,37.1%,11,0,1,4,1,0,0,0
5,Rashid Shaheed,1,2,85.0,42.5,81.0,40.5,142.0,71.0,4,2.0,3,1.5,0,6,13.0%,2,0,0,2,2,2,1,1
6,Keenan Allen,1,7,85.0,12.1,47.0,6.7,127.0,18.1,38,5.4,16,2.3,2,11,29.7%,8,1,2,4,2,0,0,0
7,A.J. Brown,1,7,131.0,18.7,92.0,13.1,149.0,21.3,39,5.6,32,4.6,1,9,20.9%,8,1,0,4,2,2,1,1
8,Drake London,1,9,125.0,13.9,102.0,11.3,137.0,15.2,23,2.6,5,0.6,0,12,27.3%,9,0,1,7,2,1,0,0
9,Jakobi Meyers,1,5,61.0,12.2,51.0,10.2,79.0,15.8,10,2.0,3,0.6,0,7,22.6%,5,0,2,4,0,0,0,0
